id,title,author,date,categories,url
20231102144007685,"Hoa hậu Ý Nhi đăng video xin lỗi, bật khóc nói về quyết định tạm rời showbiz sau ồn ào phát ngôn","Liên Hoa,",2023-11-02T14:49:00,"Star, Sao Việt",https://kenh14.vn/hoa-hau-y-nhi-hien-toc-xin-loi-va-roi-showbiz-20231102144007685.chn
20231102103325472,"Phương Oanh mang song thai, hé lộ lý do hoãn đám cưới với Shark Bình","Tường San,",2023-11-02T11:51:00,"Star, Sao Việt",https://kenh14.vn/phuong-oanh-va-shark-binh-bat-ngo-hoan-dam-cuoi-20231102103325472.chn
20231102194641716,"Một sao nữ vướng nghi vấn nghỉ chơi Puka: Hết tương tác thân thiết, cũng không được mời cưới?","Đan Thư,",2023-11-03T00:05:00,"Star, Star",https://kenh14.vn/mot-sao-nu-vuong-nghi-van-nghi-choi-puka-het-tuong-tac-than-thiet-cung-khong-duoc-moi-cuoi-20231102194641716.chn
20230926123822141,"Náo nhiệt phiên livestream đặc sản vùng miền trong KOC VIETNAM 2023: Misthy xuất hiện đưa thử thách khó, thí sinh “vượt ải” bất ngờ","Nguyễn Quỳnh Trang,",2023-09-26T12:39:00,"Đời sống, Đời sống",https://kenh14.vn/nao-nhiet-phien-livestream-dac-san-vung-mien-trong-koc-vietnam-2023-misthy-xuat-hien-dua-thu-thach-kho-thi-sinh-vuot-ai-bat-ngo-20230926123822141.chn
20230908152611723,"So kè 2 nhân tố “triệu fan” của KOC VIETNAM 2023: Nét riêng khó lẫn, style đời thường quá “slay”","Nguyễn Quỳnh Trang - Ảnh: IGNV,",2023-09-08T15:30:00,"Đời sống, Đời sống",https://kenh14.vn/so-ke-2-nhan-to-trieu-fan-cua-koc-vietnam-2023-net-rieng-kho-lan-style-doi-thuong-qua-slay-20230908152611723.chn
20230907123539564,"“Hót hòn họt” top 20 thí sinh xuất sắc của KOC VIET NAM chính thức lộ diện: Toàn trai xinh gái đẹp, livestream nghìn mắt xem","Hải My/ Thiết kế: Huyền Trang,",2023-09-07T12:36:00,"Đời sống, Đời sống",https://kenh14.vn/hot-hon-hot-top-20-thi-sinh-xuat-sac-cua-koc-viet-nam-chinh-thuc-lo-dien-toan-trai-xinh-gai-dep-livestream-nghin-mat-xem-20230907123539564.chn
20231102095620332,,,,,https://kenh14.vn/song-giua-nhung-tac-pham-20231102095620332.chn
20231102110550404,"Người Vinamilk “flex” về nơi làm việc tốt nhất Việt Nam vì được trải nghiệm… lội bùn, dựng hàng rào…","Quang Vũ,",2023-11-02T11:30:00,"Đời sống, Đời sống",https://kenh14.vn/nguoi-vinamilk-flex-ve-noi-lam-viec-tot-nhat-viet-nam-vi-duoc-trai-nghiem-loi-bun-dung-hang-rao-20231102110550404.chn
20231102074608071,"Đi ăn cưới ở khách sạn sang trọng, khách chỉ được mời cơm hộp","Gia An,",2023-11-02T07:50:00,"Đời sống, Đời sống",https://kenh14.vn/di-an-cuoi-o-khach-san-sang-trong-khach-chi-duoc-moi-com-hop-20231102074608071.chn
20231102073333687,Cặp nam nữ MC bị dừng lên sóng vì lộ video nằm ôm nhau,"Tú Oanh,",2023-11-02T07:33:00,"Đời sống, Đời sống",https://kenh14.vn/cap-nam-nu-mc-bi-dung-len-song-vi-lo-video-nam-om-nhau-20231102073333687.chn
20231102072209235,"Bùng nổ drama trong trailer chính thức KOC VIETNAM 2023: Kỳ Duyên bị nói ""đì thí sinh"", Mai Ngô - Luna Đào căng thẳng","Hạ Anh,",2023-11-02T09:02:00,"Star, TV Show",https://kenh14.vn/bung-no-drama-trong-trailer-chinh-thuc-koc-vietnam-2023-ky-duyen-bi-noi-di-thi-sinh-mai-ngo-luna-dao-cang-thang-20231102072209235.chn
20231030202958455,"H'Hen Niê lại bị chê kém duyên vì loạt phát ngôn ở Chị Đẹp Đạp Gió Rẽ Sóng, Diệu Nhi cũng phải ngỡ ngàng","Đan Thư,",2023-10-31T00:05:00,"Star, TV Show",https://kenh14.vn/hhen-nie-lai-bi-che-kem-duyen-vi-loat-phat-ngon-o-chi-dep-dap-gio-re-song-dieu-nhi-cung-phai-ngo-ngang-20231030202958455.chn
20231030104102523,"Giữa tin đồn sắp cưới, Sơn Tùng lộ diện tươi rói bên hội bạn 1 thập kỷ và còn có động thái đặc biệt","Hạ Anh,",2023-10-30T11:33:00,"Star, Sao Việt",https://kenh14.vn/giua-tin-don-sap-cuoi-son-tung-lo-dien-tuoi-roi-ben-hoi-ban-1-thap-ky-va-con-co-dong-thai-dac-biet-20231030104102523.chn
20231030134115955,"Cặp đôi đóng chị em trên phim nhưng yêu nhau ngoài đời, nhà gái từng ""gây sốt"" vì đẹp như tranh vẽ","Thành Vũ,",2023-10-30T15:05:00,"Ciné, Series Truyền Hình",https://kenh14.vn/cap-doi-dong-chi-em-tren-phim-nhung-yeu-nhau-ngoai-doi-nha-gai-tung-gay-sot-vi-dep-nhu-tranh-ve-20231030134115955.chn
20231030210305737,"Cụ bà 73 tuổi bị con trai là luật sư hành hung tàn nhẫn lúc nửa đêm, camera trong nhà ghi lại toàn bộ diễn biến gây phẫn nộ","MINH NHẬT,",2023-10-30T21:45:58,"Thế giới đó đây, Thế Giới Đó Đây",https://kenh14.vn/cu-ba-73-tuoi-bi-con-trai-la-luat-su-hanh-hung-tan-nhan-luc-nua-dem-camera-trong-nha-ghi-lai-toan-bo-dien-bien-gay-phan-no-20231030210305737.chn
20231101105310099,"Đông Nhi bị cả MXH réo tên và đổ lỗi là ""nguyên nhân của nhiều bi kịch"", chuyện gì đây?","Thành Vũ,",2023-11-01T11:00:00,"Ciné, Phim Việt Nam",https://kenh14.vn/dong-nhi-bi-ca-mxh-reo-ten-va-do-loi-la-nguyen-nhan-cua-nhieu-bi-kich-chuyen-gi-day-20231101105310099.chn
20231016144727672,"Trồng chuối, sen, xương rồng trên penthouse: Vườn rộng 100m2, phải thuê người dọn và đổ rác thải từ cây cối","Huyền Trang - Ảnh: NVCC,",2023-10-16T19:00:00,"Đời sống, House n Home",https://kenh14.vn/trong-chuoi-sen-xuong-rong-tren-penthouse-vuon-rong-100m2-phai-thue-nguoi-don-va-do-rac-thai-tu-cay-coi-20231016144727672.chn
20230925145814387,"Chàng trai sốc khi chuyển từ phòng thuê sang penthouse 8 tỷ vẫn phải sống trong cảnh nhà dột, tường nứt","Hải My,",2023-09-25T15:10:00,"Đời sống, House n Home",https://kenh14.vn/chang-trai-soc-khi-chuyen-tu-phong-thue-sang-penthouse-8-ty-van-phai-song-trong-canh-nha-dot-tuong-nut-20230925145814387.chn
20231028202937754,"KTS Trần Anh Tùng: Không phải cứ đắp nhiều đồ nội thất đắt tiền, nhãn mác xa xỉ là sang trọng và đẳng cấp","Trúc Hà/ Thiết kế: Huyền Trang,",2023-10-29T00:00:00,"Đời sống, House n Home",https://kenh14.vn/kts-tran-anh-tung-khong-phai-cu-dap-nhieu-do-noi-that-dat-tien-nhan-mac-xa-xi-la-sang-trong-va-dang-cap-20231028202937754.chn
20231101215801169,"“Nhà rường” 140 tuổi của gia đình An Phương: Mẹ thuê thợ dời từ Huế vào TP.HCM vì quá thích, công phu đến từng chi tiết","Nguyễn Quỳnh Trang,",2023-11-02T20:00:00,"Đời sống, House n Home",https://kenh14.vn/nha-ruong-140-tuoi-cua-gia-dinh-an-phuong-me-thue-tho-doi-tu-hue-vao-tphcm-vi-qua-thich-cong-phu-den-tung-chi-tiet-20231101215801169.chn
20231102162634523,"Phản ứng của Phương Oanh về lời khuyên ""bầu khoe ít thôi"", Shark Bình cũng có động thái sau tin hoãn cưới","Nguyễn Quỳnh Trang,",2023-11-02T19:03:44,"Đời sống, Đời sống",https://kenh14.vn/phan-ung-cua-phuong-oanh-ve-loi-khuyen-bau-khoe-it-thoi-shark-binh-cung-co-dong-thai-sau-tin-hoan-cuoi-20231102162634523.chn
20231102173105608,"4 sai lầm khiến vận nghèo đeo bám: Không sửa sớm khiến bản thân ""hạ giá"", chạy mãi không tới vạch đích","Ứng Hà Chi,",2023-11-02T17:35:01,"Đời sống, Đời sống",https://kenh14.vn/4-sai-lam-khien-van-ngheo-deo-bam-khong-sua-som-khien-ban-than-ha-gia-chay-mai-khong-toi-vach-dich-20231102173105608.chn
20231102171405045,"Mai Ngô cực ""slay"" trên thảm đỏ KOC VIETNAM 2023, đụng style váy trùm đầu mà Hà Hồ lăng xê trước đó","Gia Nguyên,",2023-11-02T18:00:00,"Beauty & Fashion, Star Style",https://kenh14.vn/mai-ngo-cuc-slay-tren-tham-do-koc-vietnam-2023-dung-style-vay-trum-dau-ma-ha-ho-lang-xe-truoc-do-20231102171405045.chn
20231031221816887,"Phim Việt top 1 Netflix có sao nam được khen đẹp hơn cả nguyên tác, nụ cười tỏa nắng khiến netizen đổ gục","Lệ An,",2023-11-01T08:00:56,"Ciné, Phim Việt Nam",https://kenh14.vn/phim-viet-top-1-netflix-co-sao-nam-duoc-khen-dep-hon-ca-nguyen-tac-nu-cuoi-toa-nang-khien-netizen-do-guc-20231031221816887.chn
20230831201633776,"Bùng nổ casting KOC VIETNAM ở TPHCM: Thí sinh hô lô tô chinh phục BGK, xuất hiện đối thủ nặng ký làm hội tranh tài ""toát mồ hôi""","Nguyễn Quỳnh Trang - Ảnh: Viết Thanh - Thiết kế: Ngô Hoàng Sơn,",2023-08-31T20:18:00,"Đời sống, Đời sống",https://kenh14.vn/bung-no-casting-koc-vietnam-o-tphcm-thi-sinh-ho-lo-to-chinh-phuc-bgk-xuat-hien-doi-thu-nang-ky-lam-hoi-tranh-tai-toat-mo-hoi-20230831201633776.chn
20230829180630246,"Tất tần tật về casting KOC VIETNAM ở Hà Nội: Dàn ""chiến thần"" đổ bộ, trực tiếp chốt đơn thuyết phục BGK","Huyền Trang - Hải My/ Thiết kế: Thành Đạt,",2023-08-29T20:10:00,"Đời sống, Đời sống",https://kenh14.vn/tat-tan-tat-ve-casting-koc-vietnam-o-ha-noi-dan-chien-than-do-bo-truc-tiep-chot-don-thuyet-phuc-bgk-20230829180630246.chn
20230805103733895,"Tất tần tật về KOC VIETNAM 2023: Cơ hội để nổi tiếng, “rì-viu” kiếm tiền chỉ bằng vài bước đơn giản","Hải My,",2023-08-05T10:38:00,"Đời sống, Đời sống",https://kenh14.vn/tat-tan-tat-ve-koc-vietnam-2023-co-hoi-de-noi-tieng-ri-viu-kiem-tien-chi-bang-vai-buoc-don-gian-20230805103733895.chn
20231101214450209,"Nữ họa sĩ có khu vườn cổ tích, mở được cả triển lãm tranh nhờ vẽ hoa trong vườn nhà","Huyền Trang,",2023-11-02T06:35:30,"Đời sống, House n Home",https://kenh14.vn/nu-hoa-si-co-khu-vuon-co-tich-mo-duoc-ca-trien-lam-tranh-nho-ve-hoa-trong-vuon-nha-20231101214450209.chn
20231101194918379,Tiểu tam kém sắc hơn chính thất nhưng vì sao đàn ông vẫn ngoại tình?,"S.A,",2023-11-01T22:21:00,"Đời sống, Đời sống",https://kenh14.vn/tieu-tam-kem-sac-hon-chinh-that-nhung-vi-sao-dan-ong-van-ngoai-tinh-20231101194918379.chn
20231102084920535,"Hệ quả từ buổi diễn show thoát y của Lisa: Bị ''phong sát"" ở Trung Quốc, CEO thương hiệu lớn cũng ''né gấp""?","An Nhi,",2023-11-02T08:56:00,"Musik, Châu Á",https://kenh14.vn/he-qua-tu-buoi-dien-show-thoat-y-cua-lisa-bi-phong-sat-o-trung-quoc-ceo-thuong-hieu-lon-cung-ne-gap-20231102084920535.chn
20231029130245951,"Tình trẻ kém 12 tuổi của Lệ Quyên làm host Đạp Gió, ưu ái “chị đẹp” của mình ra mặt bằng hành động này!","Nguyễn Quỳnh Trang,",2023-10-29T13:10:00,"Đời sống, Nhân Vật",https://kenh14.vn/tinh-tre-kem-12-tuoi-cua-le-quyen-lam-host-dap-gio-uu-ai-voi-chi-dep-cua-minh-ra-mat-bang-hanh-dong-nay-20231029130245951.chn
20231103100045041,Danh tính hot girl “phản dame” host Kỳ Duyên trên sóng KOC VIETNAM 2023: Profile cũng không phải dạng vừa!,"Hải My,",2023-11-03T10:19:00,"Đời sống, Đời sống",https://kenh14.vn/danh-tinh-hot-girl-phan-dame-host-ky-duyen-tren-song-koc-vietnam-2023-profile-cung-khong-phai-dang-vua-20231103100045041.chn
20231102193021202,"“Biệt đội trai đảm” Huy Trần, Quốc Cơ - Quốc Nghiệp, Quốc Trường biến hình khuấy đảo TikTok","Quang Vũ,",2023-11-03T10:00:00,"Đời sống, Đời sống",https://kenh14.vn/biet-doi-trai-dam-huy-tran-quoc-co-quoc-nghiep-quoc-truong-bien-hinh-khuay-dao-tiktok-20231102193021202.chn
20231004095211238,"Đôi vợ chồng bỏ phố về quê, giải đáp thắc mắc của dân mạng: Tiền đâu để đi du lịch?","Ngân Hà,",2023-10-04T12:02:54,"Đời sống, Nhân Vật",https://kenh14.vn/doi-vo-chong-bo-pho-ve-que-giai-dap-thac-mac-cua-dan-mang-tien-dau-de-di-du-lich-20231004095211238.chn
20230922081616258,"Cô gái Cần Thơ xinh đẹp bỏ phố về quê, ""cởi giày cao gót làm địa chủ chân đất""","Ngân Hà,",2023-09-22T08:36:00,"Đời sống, Đời sống",https://kenh14.vn/co-gai-can-tho-xinh-dep-bo-pho-ve-que-coi-giay-cao-got-lam-dia-chu-chan-dat-20230922081616258.chn
20230913203002278,Cách để có tiền đầu tư và kinh doanh homestay trên đảo khi quyết định bỏ phố,"S.A,",2023-09-14T08:22:00,"Đời sống, Đời sống",https://kenh14.vn/cach-de-co-tien-dau-tu-va-kinh-doanh-homestay-tren-dao-khi-quyet-dinh-bo-pho-20230913203002278.chn
20231007093712716,"Chàng trai Thanh Hóa bỏ phố về quê, viết lại câu chuyện ý nghĩa về quê hương và tuổi thơ","Nhật Vũ,",2023-10-08T09:38:00,"Đời sống, Nhân Vật",https://kenh14.vn/chang-trai-thanh-hoa-bo-pho-ve-que-viet-lai-cau-chuyen-y-nghia-ve-que-huong-va-tuoi-tho-20231007093712716.chn
20231026140842832,"Chuyện tình của Tân Miss Grand International 2023: Bạn trai si mê vượt hơn 19.000km để ở cạnh ""nữ hoàng""","Nguyễn Quỳnh Trang,",2023-10-26T14:09:00,"Đời sống, Đời sống",https://kenh14.vn/chuyen-tinh-cua-tan-miss-grand-international-2023-ban-trai-si-me-vuot-hon-19000km-de-o-canh-nu-hoang-20231026140842832.chn
20231021105112322,"Bạn trai doanh nhân BĐS khiến Hằng Túi suýt giận vì không có quà, số tiền xịn sau đó “lật ngược tình thế”","S.A,",2023-10-21T12:00:00,"Đời sống, Đời sống",https://kenh14.vn/ban-trai-doanh-nhan-bds-khien-hang-tui-suyt-gian-vi-khong-co-qua-so-tien-xin-sau-do-lat-nguoc-tinh-the-20231021105112322.chn
20231016171157797,"Chuyện tình của Quán quân The New Mentor: Quen qua mạng, bạn trai từng đòi “chia tay” và cái kết trọn vẹn hiện tại","Hải My,",2023-10-16T22:00:00,"Đời sống, Đời sống",https://kenh14.vn/chuyen-tinh-cua-quan-quan-the-new-mentor-quen-qua-mang-ban-trai-tung-doi-chia-tay-va-cai-ket-tron-ven-hien-tai-20231016171157797.chn
20231028140045132,"Diện mạo lạ lẫm của con gái lớn nhà Quyền Linh, khác hẳn hình tượng Hoa hậu thường ngày","Thế Huân,",2023-10-28T14:03:31,"Đời sống, Đời sống",https://kenh14.vn/dien-mao-la-lam-cua-con-gai-lon-nha-quyen-linh-khac-han-hinh-tuong-hoa-hau-thuong-ngay-20231028140045132.chn
20231103100450818,"Đám cưới của hai ""phú nhị đại"" Trung Quốc: Sự choáng ngợp bên trong biệt thự hơn 335 tỷ đồng","An Thanh,",2023-11-03T11:58:02,"Đời sống, Đời sống",https://kenh14.vn/dam-cuoi-cua-hai-phu-nhi-dai-trung-quoc-su-choang-ngop-ben-trong-biet-thu-hon-335-ty-dong-20231103100450818.chn
20231031100453293,"Khi đàn ông ra tay làm vườn: Tự thiết kế từng luống rau, hô biến khoảng đất trống cho ra thành quả bất ngờ","Nguyễn Quỳnh Trang,",2023-11-01T06:24:42,"Đời sống, House n Home",https://kenh14.vn/khi-dan-ong-ra-tay-lam-vuon-tu-thiet-ke-tung-luong-rau-ho-bien-khoang-dat-trong-cho-ra-thanh-qua-bat-ngo-20231031100453293.chn
20231028200901194,"Thấy vợ mê làm vườn, chồng liền quây đất trống trồng cây và nuôi luôn cả gà vịt","Nguyễn Quỳnh Trang - Ảnh: IGNV,",2023-10-29T07:00:00,"Đời sống, Đời sống",https://kenh14.vn/thay-vo-me-lam-vuon-chong-lien-quay-dat-trong-trong-cay-va-nuoi-luon-ca-ga-vit-20231028200901194.chn
20231028101559011,Vợ chồng trẻ cải tạo sân sau thành công viên mini: Trên đời chỉ cần một khu vườn thế này là đủ!,"S.A,",2023-10-28T10:22:15,"Đời sống, House n Home",https://kenh14.vn/vo-chong-tre-cai-tao-san-sau-thanh-cong-vien-mini-tren-doi-chi-can-mot-khu-vuon-the-nay-la-du-20231028101559011.chn
20231102222756081,Hậu trường chụp ảnh cưới của Đoàn Văn Hậu và Doãn Hải My,"Thanh Hà,",2023-11-02T22:27:00,"Sport, Bóng Đá",https://kenh14.vn/hau-truong-chup-anh-cuoi-cua-doan-van-hau-va-doan-hai-my-20231102222756081.chn
20231101185444273,Hé lộ chi tiết thú vị trong tiệc sinh nhật đầu tiên của quý tử nhà Son Ye Jin - Hyun Bin,"Dương Nam,",2023-11-02T07:00:02,"Star, Star",https://kenh14.vn/he-lo-chi-tiet-thu-vi-trong-tiec-sinh-nhat-dau-tien-cua-quy-tu-nha-son-ye-jin-hyun-bin-20231101185444273.chn
20231029165459541,10 biểu hiện chứng tỏ bạn có EQ cao ngút ngàn: Sống tử tế ai cũng thích,"Trung Hạ,",2023-10-30T06:25:56,"Đời sống, Đời sống",https://kenh14.vn/10-bieu-hien-chung-to-ban-co-eq-cao-ngut-ngan-song-tu-te-ai-cung-thich-20231029165459541.chn
20231020191331902,"Đến nhà người khác mà mang theo ""3 THỨ"" này chứng tỏ EQ thấp, hiểu để ứng xử thông minh, tình cảm thêm khăng khít","Trung Hạ,",2023-10-20T22:00:17,"Đời sống, Đời sống",https://kenh14.vn/den-nha-nguoi-khac-ma-mang-theo-3-thu-nay-chung-to-eq-thap-hieu-de-ung-xu-thong-minh-tinh-cam-them-khang-khit-20231020191331902.chn
20231101184842305,"3 dấu hiệu chứng tỏ cuộc sống đang dần lên hương, một điều cũng đủ ảnh hưởng cả hậu vận mai sau","Trung Hạ,",2023-11-01T19:07:56,"Đời sống, Đời sống",https://kenh14.vn/3-dau-hieu-chung-to-cuoc-song-dang-dan-len-huong-mot-dieu-cung-du-anh-huong-ca-hau-van-mai-sau-20231101184842305.chn
20231025153022326,"Hậu trường ảnh cưới: Nhạc trưởng Trần Nhật Minh cười tươi rói khi ở cạnh vợ đẹp, biểu cảm khác hẳn lúc đi làm","S.A,",2023-10-25T20:00:00,"Đời sống, Đời sống",https://kenh14.vn/hau-truong-anh-cuoi-nhac-truong-tran-nhat-minh-cuoi-tuoi-roi-khi-o-canh-vo-dep-bieu-cam-khac-han-luc-di-lam-20231025153022326.chn
20231023150805239,"Soi cận vóc dáng vợ sắp cưới của Đoàn Văn Hậu khi netizen nghi vấn ""có tin vui rồi""","Hải My,",2023-10-23T19:00:00,"Đời sống, Đời sống",https://kenh14.vn/soi-can-voc-dang-vo-sap-cuoi-cua-doan-van-hau-khi-netizen-nghi-van-co-tin-vui-roi-20231023150805239.chn
